pair,covisibility,fundamental_matrix
98653115_457567968-64223960_5316591967,0.79,-1.13195774e-02 -1.43097817e+00 1.08874898e+03 9.14918051e-01 -1.21745008e-01 1.39697176e+03 -8.71548119e+02 -1.16107400e+03 -3.44732130e+05
98653115_457567968-27632173_1671275972,0.755,-4.21410799e-03 -1.71639158e+00 1.58326367e+03 1.20801217e+00 3.60226670e-02 1.00917016e+03 -1.42436214e+03 -8.77099953e+02 -4.18249999e+05
98653115_457567968-63135281_5801848783,0.79,-3.11657617e-01 -6.44893781e-01 3.28280067e+02 5.37791522e-01 -7.54336733e-02 8.15114079e+02 -4.00398489e+02 -5.97620070e+02 1.53285344e+05
98653115_457567968-79122962_6371534875,0.748,-1.68241600e-02 -4.29921398e-01 6.60560945e+02 3.57271722e-01 2.24155155e-02 1.50580728e+02 -5.84483632e+02 -1.28491811e+02 -1.03399333e+05
98653115_457567968-40864945_6371463665,0.742,-5.19963426e-03 -6.94685667e-01 1.09814596e+03 5.81048864e-01 8.71344901e-02 9.39041372e+01 -9.81618998e+02 -1.58019126e+02 -1.41512614e+05
98653115_457567968-77972670_214814210,0.737,1.03630632e+00 -9.04613219e-01 -8.85860409e+02 8.76435727e-01 1.41736353e+00 -2.34007787e+03 -1.53567727e+03 1.91938826e+03 8.90771815e+05
98653115_457567968-82762931_5145144842,0.715,-2.59013153e-02 1.99808407e-01 -1.14056395e+02 -3.68997843e-01 -1.46623087e-01 8.91593029e+02 2.98094995e+02 -7.57054100e+02 1.58004229e+04
98653115_457567968-39664712_6371434217,0.723,-2.99627059e-02 -6.93272918e-01 1.08451105e+03 5.58292781e-01 3.42589888e-02 1.72877978e+02 -9.70922503e+02 -1.42990490e+02 -1.68701800e+05
98653115_457567968-49809790_3475639998,0.707,5.32688480e-02 -1.11078654e+00 3.69985978e+02 1.10199235e+00 2.87951484e-01 -1.87511181e+03 -6.13693479e+02 1.94868838e+03 1.80473335e+05
96713979_9585072075-83075770_7996971402,0.711,8.93311567e-03 -2.12179100e-01 4.63966941e+02 2.33349935e-01 -5.68216106e-03 -4.96682518e+02 -4.91652010e+02 4.70813851e+02 9.46602782e+02
92376688_8105076200-56240925_168522816,0.754,-1.70047893e+00 1.70664540e+00 2.71656228e+02 -1.96825675e+00 -1.51417104e+00 1.96220866e+03 2.23715575e+03 -1.62798557e+03 -6.48873038e+05
92376688_8105076200-77972670_214814210,0.703,-1.15121501e+00 8.40990567e-01 -9.18141390e+02 -9.81015257e-01 -1.01272667e+00 4.03237014e+02 1.74342448e+03 1.26439951e+03 -3.49569114e+05
83124661_8192363459-53822146_6393351439,0.761,2.13780927e-02 2.19852876e+00 -1.20324931e+03 -2.24073988e+00 -6.06284820e-02 1.00305335e+03 1.02917918e+03 -1.11070470e+03 1.57627523e+05
78796792_457569684-63135281_5801848783,0.798,-1.76497185e-01 -2.78851114e-01 -1.19568145e+01 3.27317312e-01 -5.29695830e-02 4.37781676e+02 -2.07894504e+02 -5.45733786e+02 1.44312066e+05
78782709_457568230-70340840_5145139104,0.774,-5.50811252e-02 -5.22541950e-01 7.80413958e+02 4.80012859e-01 6.16945788e-02 3.22433788e+01 -6.98600291e+02 -6.64938642e+01 -8.23624476e+04
78782709_457568230-68153082_7213226096,0.772,-1.15222202e-02 -3.69935144e-02 1.40117706e+02 6.30708979e-02 -1.21439209e-02 -1.37962721e+02 -1.49267403e+02 1.46407995e+02 -1.83220565e+04
78782709_457568230-64223960_5316591967,0.761,-5.36347388e-03 -1.35998671e+00 1.00177412e+03 8.29181203e-01 -1.34379393e-01 1.28555923e+03 -7.83451487e+02 -1.09251492e+03 -3.09503727e+05
78782709_457568230-27632173_1671275972,0.721,-4.24211758e-03 -1.63679890e+00 1.45817624e+03 1.11105348e+00 2.08209836e-02 9.28382271e+02 -1.30863743e+03 -8.25077057e+02 -3.78522940e+05
78782709_457568230-40864945_6371463665,0.761,-1.57569043e-02 -6.64801572e-01 1.00511154e+03 5.37670476e-01 8.11036607e-02 8.70725993e+01 -9.10783035e+02 -1.50033129e+02 -1.28255941e+05
78782709_457568230-39664712_6371434217,0.728,-3.85247023e-02 -6.63309887e-01 9.92554842e+02 5.15676603e-01 3.04386266e-02 1.59432502e+02 -9.00476379e+02 -1.35586691e+02 -1.53139488e+05
78782709_457568230-40100536_3431142134,0.754,6.57333183e-02 -1.92458365e+00 1.54454166e+03 1.32082271e+00 1.20285349e-01 1.24464409e+03 -1.11483507e+03 -8.82498077e+02 -4.50782144e+05
77637372_464905579-27632173_1671275972,0.748,7.78779562e-02 -1.23507174e+00 1.15981855e+03 9.53914865e-01 3.42363087e-01 1.58534339e+03 -7.12699066e+02 -1.74111065e+03 2.72857781e+04
77637372_464905579-21526113_4379776807,0.711,-4.43737432e-01 4.42021416e-01 -7.71685935e+02 -3.57966090e-01 -4.21287073e-01 6.36850645e+02 1.10878157e+03 2.89831435e+02 -3.29184668e+05
77637372_464905579-12447860_7511693888,0.726,1.54167804e-01 -1.16342017e+00 1.09881093e+03 6.97509599e-01 1.85761566e-01 1.83397323e+03 -4.95240640e+02 -2.30407351e+03 -5.15534214e+04
77637372_464905579-34169301_5802403584,0.721,4.20981018e-02 1.36734227e+00 -2.17180956e+03 -1.18662578e+00 -2.79953011e-03 5.27346236e+02 2.00903873e+03 -8.03306801e+02 3.79658756e+05
77637372_464905579-35298921_404896411,0.781,-2.26702607e-03 4.34858554e-01 -5.15480635e+02 -4.38091102e-01 -2.50807458e-02 -9.40281753e+01 4.91952704e+02 1.10365045e+02 8.26899641e+03
77637372_464905579-36009638_559975512,0.757,-2.50495212e-01 -4.16283796e+00 6.85371802e+03 4.34458574e+00 -1.56803171e+00 -3.90980872e+03 -5.83381088e+03 6.08883971e+03 -9.57637887e+05
77637372_464905579-63287152_2719505336,0.759,-1.46145695e-02 6.08133871e-02 5.07287443e+01 -1.03247105e-01 6.80279302e-02 5.60507666e+02 4.91910207e+01 -6.09742093e+02 5.56674876e+04
77522412_4780460527-40100536_3431142134,0.765,-2.65553675e-02 -3.11309289e-01 2.75272788e+02 3.17454258e-01 -2.62466007e-02 -1.38082727e+02 -2.46029688e+02 1.62513529e+02 -1.25807859e+04
77411356_5025499049-64099927_10616457153,0.744,-5.83432288e-01 3.30103149e+00 -2.75788995e+03 -4.52281785e+00 -1.09859543e+00 8.63422735e+03 5.02891666e+03 -6.02260138e+03 -1.45370507e+06
77411356_5025499049-63623059_8849912061,0.7,-3.27974861e-01 3.25261325e+00 -3.03948773e+03 -4.73540212e+00 -1.18462602e+00 8.95296523e+03 5.26551141e+03 -6.94081263e+03 -8.92541420e+05
77411356_5025499049-53822146_6393351439,0.772,-1.79463368e+00 1.37060908e+01 -1.27687425e+04 -2.21516773e+01 -1.02896716e+01 3.12408488e+04 1.68872471e+04 -1.46883131e+04 -1.05903707e+05
77151900_277624143-69305986_4941166067,0.723,1.00146217e+00 8.50678150e+00 -1.29654449e+04 -6.53949080e+00 -7.17136983e-02 3.24407629e+03 5.30127718e+03 -2.05467619e+03 4.70984330e+05
77151900_277624143-64693381_4135965169,0.77,-7.54038667e-02 -1.31647455e+00 1.72130817e+03 8.57457952e-02 -8.86716905e-02 5.39622009e+03 -3.82446681e+02 -4.56963500e+03 -1.04293601e+06
77151900_277624143-64223960_5316591967,0.766,7.40873804e-01 3.02629441e+00 -5.08542712e+03 -5.33921959e+00 -1.78985671e+00 1.01602750e+04 7.55457252e+03 -7.96896230e+03 -4.81122842e+05
77151900_277624143-27632173_1671275972,0.747,3.56163146e-01 2.41964436e+00 -3.69678095e+03 -4.88713922e+00 -1.80302840e+00 9.87584393e+03 7.01344197e+03 -7.48965987e+03 -1.06205461e+06
77151900_277624143-06788497_3085353292,0.74,2.13730711e-01 5.44180130e+00 -7.81855469e+03 -4.92906800e+00 -3.54326381e-01 3.34221346e+03 6.90367952e+03 -2.87524167e+03 8.66008716e+04
77151900_277624143-05907640_5576489463,0.728,-1.97840571e-01 6.84469572e+00 -7.80846448e+03 -8.16863110e+00 -1.50197457e+00 9.82383188e+03 8.46636544e+03 -6.61206331e+03 -6.29717148e+05
77151900_277624143-40864945_6371463665,0.726,-8.43075064e-01 5.87965543e+00 -5.96664657e+03 -7.45091522e+00 -2.42957771e+00 1.05532054e+04 8.48345312e+03 -6.37866588e+03 -1.37565650e+06
77151900_277624143-39664712_6371434217,0.725,-4.61522695e-01 6.06212290e+00 -6.57522335e+03 -7.33715865e+00 -2.23837602e+00 1.02216147e+04 8.41437015e+03 -6.46035547e+03 -1.21739661e+06
77056867_7461601108-63027789_7461595968,0.764,5.64058568e-04 1.50865369e-02 -2.48768156e+00 -1.61058714e-02 3.07749318e-03 -5.50656980e+00 5.42409457e+00 2.84327571e+00 1.17004343e+03
70340840_5145139104-69868392_3604404326,0.768,-8.25405666e-03 1.82861054e-01 -2.15848080e+02 -1.53079902e-01 -2.38726300e-02 1.98210866e+02 2.42570464e+02 -1.98107169e+02 -2.38414609e+04
70340840_5145139104-64223960_5316591967,0.754,-3.43199729e-02 -9.58512465e-01 4.10545715e+02 8.21099628e-01 -2.47486491e-01 1.12722528e+03 -4.71590177e+02 -1.05281031e+03 -8.29484053e+04
70340840_5145139104-64212638_4064879957,0.766,-1.40698224e-03 2.96781156e-01 -4.32601085e+02 -2.33367611e-01 1.77862536e-02 3.65286473e+01 4.41170308e+02 -7.81243248e+01 -4.13366715e+03
70340840_5145139104-27632173_1671275972,0.745,-9.91236996e-03 -1.25520973e+00 8.75359949e+02 1.07928235e+00 -1.43297155e-01 7.81916848e+02 -9.81040924e+02 -7.06840098e+02 -1.22796757e+05
70340840_5145139104-63135281_5801848783,0.712,-1.01812520e-01 -1.48549271e-01 -2.91411833e+02 1.23833291e-01 6.85989879e-02 3.57699426e+02 9.63624049e+01 -6.03350183e+02 2.97443590e+05
70340840_5145139104-62920559_282422375,0.705,-1.39574295e-01 -4.89236364e+00 4.90516232e+03 3.59325779e+00 -1.00829343e+00 -4.09565889e+03 -3.99413270e+03 5.74042211e+03 1.06670002e+05
70340840_5145139104-06788497_3085353292,0.791,-2.53951858e-01 -1.34685836e+00 7.93128264e+02 7.80343850e-01 1.58795522e-01 -2.58095088e+03 -8.51657843e+00 2.46655636e+03 1.17368035e+05
70340840_5145139104-40864945_6371463665,0.788,1.39930544e-02 -1.58467608e-01 2.28926779e+02 1.43496485e-01 -4.40208188e-03 6.43054972e+01 -2.35365027e+02 -5.96802123e+01 -1.12203706e+04
70340840_5145139104-50095073_6418366613,0.703,-1.70166429e-01 4.58614089e-02 -1.30532391e+03 -7.85119299e-02 2.66544098e-01 -1.84825234e+03 1.39723901e+03 1.71822642e+03 8.12122308e+04
70340840_5145139104-39664712_6371434217,0.755,7.62644553e-03 -1.57449989e-01 2.23723040e+02 1.40694088e-01 -1.80794709e-02 8.54006318e+01 -2.34381595e+02 -5.89685104e+01 -1.75262611e+04
70340840_5145139104-40100536_3431142134,0.723,2.15808720e-02 -1.42171548e+00 7.73238809e+02 1.25351322e+00 -8.94955727e-02 1.07903607e+03 -7.47037566e+02 -8.03736380e+02 -1.87620600e+05
70340840_5145139104-63287152_2719505336,0.77,3.25336686e-03 -2.02327707e-01 2.39628598e+02 1.80695474e-01 -3.56258548e-03 4.61122671e+01 -2.72140721e+02 -4.92793736e+01 -4.93310008e+03
69868392_3604404326-68153082_7213226096,0.732,1.00181405e-02 2.47831829e-01 -4.34877506e+02 -3.56660650e-01 -1.06563877e-01 -3.87334572e+02 4.59342120e+02 4.87946537e+02 -1.39649269e+05
69868392_3604404326-21526113_4379776807,0.724,-1.14467597e-01 2.07548580e-01 -6.22695439e+02 -1.03863483e-01 -3.11729468e-03 -2.67830916e+02 3.71189655e+02 5.89254453e+02 5.97489032e+04
69868392_3604404326-62920559_282422375,0.776,-3.38926931e-01 -5.08602073e+00 6.43806679e+03 4.30888304e+00 -1.82430556e+00 -4.60187849e+03 -4.67479670e+03 6.82239404e+03 -6.34526599e+05
69868392_3604404326-42578175_457568876,0.792,2.17168163e-03 -3.15675276e-02 -9.31847471e+01 3.86901337e-02 -5.87783537e-03 -2.33972926e+02 8.97197798e+01 2.03126277e+02 1.29093616e+04
69868392_3604404326-11122557_224876196,0.783,-1.89917609e-01 -1.51060510e+00 1.44076430e+03 1.45041452e+00 -2.10689831e-01 -1.12589126e+03 -1.33655888e+03 1.57964656e+03 -1.27438992e+05
69868392_3604404326-05907640_5576489463,0.8,-4.47458038e-03 -1.79749889e-01 3.43981230e+02 1.99170355e-01 -2.53722539e-02 -1.98894798e+02 -2.98935783e+02 2.01462218e+02 -9.09722380e+03
69868392_3604404326-40864945_6371463665,0.78,1.31930767e-02 -3.37748786e-01 5.61412434e+02 3.57141927e-01 1.78883303e-02 -1.92667242e+02 -5.31375543e+02 1.46143286e+02 -3.57414968e+03
69868392_3604404326-54933845_5249908477,0.774,2.32940089e-01 1.66041908e+00 -2.58313388e+03 -1.60708992e+00 2.69525280e-01 1.13217239e+03 9.34723625e+02 -8.69549943e+02 3.56074678e+05
69868392_3604404326-27210738_2045590131,0.723,-9.47241540e-03 -6.36656147e-02 1.58883946e+02 2.23169697e-02 -1.27279442e-02 4.07348016e+02 -1.37610109e+02 -4.45735304e+02 6.41485730e+03
69868392_3604404326-39664712_6371434217,0.761,-3.21060431e-03 -3.39255019e-01 5.69954959e+02 3.47622532e-01 -1.02174197e-03 -1.50227450e+02 -5.27155458e+02 1.48115006e+02 -1.78129020e+04
69868392_3604404326-49809790_3475639998,0.733,-1.53272233e-01 -1.02562426e+00 1.31203221e+02 7.74659364e-01 9.88015755e-03 -2.33861540e+03 3.51187656e+02 2.57568524e+03 -2.27528063e+05
69868392_3604404326-63287152_2719505336,0.783,-1.18272195e-02 -3.44835999e-01 5.30116555e+02 3.62510219e-01 1.52926918e-02 -1.63514431e+02 -5.48379455e+02 1.51106196e+02 -1.81947888e+04
69759293_4547275305-68153082_7213226096,0.708,3.32587076e-02 1.51453497e+00 -9.48856712e+02 -1.54621199e+00 3.38882723e-01 1.67231053e+03 5.93266618e+02 -1.75217115e+03 3.31414980e+05
69759293_4547275305-26362358_4619718880,0.769,5.52444743e-02 1.56674727e+00 -1.59524593e+03 -1.79888981e+00 -2.58856964e-01 2.71338071e+03 1.96133615e+03 -2.67534185e+03 -8.97828626e+04
69759293_4547275305-21526113_4379776807,0.726,-8.79083768e-01 7.30025079e-01 5.81575605e+02 -8.21777152e-01 -9.78116695e-01 1.37576537e+03 9.43119291e+02 -8.27093737e+02 -6.01945787e+05
69759293_4547275305-62920559_282422375,0.729,-5.39757749e-02 -4.45198799e+00 7.07911025e+03 4.54846142e+00 -1.32799647e+00 -4.04589521e+03 -6.04300933e+03 5.26270080e+03 -1.30200733e+05
69759293_4547275305-56240925_168522816,0.737,-5.99318016e-01 3.15676412e-01 1.59760629e+03 -5.03742106e-01 -3.66460533e-01 1.01025492e+03 -2.95299081e+02 -1.57721518e+03 -1.24934987e+05
69759293_4547275305-06788497_3085353292,0.729,-2.66137188e-02 -5.04523576e-01 8.25501792e+02 3.98932553e-01 -9.10872527e-02 -1.55351393e+03 -4.84997159e+02 1.44224881e+03 6.23581597e+03
69759293_4547275305-11122557_224876196,0.721,-7.53717065e-02 -8.38290239e-01 1.34767948e+03 8.26677051e-01 -5.23261733e-02 4.22843023e+02 -1.47530897e+03 -3.98955777e+02 5.49277739e+04
69759293_4547275305-05907640_5576489463,0.759,-6.89717095e-02 1.04928948e+00 1.59725627e+02 -1.09180883e+00 2.13775863e-01 2.30435725e+03 9.25302591e+00 -2.07443282e+03 -4.78533852e+04
69759293_4547275305-40864945_6371463665,0.773,-2.15123391e-01 7.51219767e-01 7.94839189e+02 -8.88092740e-01 4.25430193e-02 2.32978177e+03 -1.43774212e+02 -2.08793354e+03 -2.74516323e+05
69759293_4547275305-54933845_5249908477,0.708,4.68230643e-01 4.21955076e+00 -4.29008904e+03 -4.51577689e+00 4.11615642e-01 6.35581364e+03 1.30248783e+03 -3.24987116e+03 8.34270226e+05
69759293_4547275305-27210738_2045590131,0.744,-1.74401964e-01 6.81723598e-01 2.78981098e+02 -1.04287522e+00 -1.07152279e-01 2.57517469e+03 2.92427044e+02 -2.58192762e+03 -1.55861388e+05
69759293_4547275305-35298921_404896411,0.73,-6.95352874e-02 8.72816505e-01 -3.61442522e+00 -9.78786530e-01 -4.76033640e-02 1.25687980e+03 1.49414720e+02 -1.30193654e+03 -5.30474877e+04
69759293_4547275305-39664712_6371434217,0.766,-1.53534499e-01 7.66547944e-01 6.41373244e+02 -9.16292873e-01 3.30319400e-02 2.41046826e+03 -1.36903869e+02 -2.08938261e+03 -2.93381916e+05
69305986_4941166067-62920559_282422375,0.726,1.62134501e-01 -1.08959633e+00 8.46496146e+02 1.39801103e+00 -8.91444796e-02 -3.89883511e+02 -2.01817518e+03 7.25437002e+02 6.97880844e+04
68153082_7213226096-68127387_81603260,0.718,-7.37632537e-03 -2.83034504e-01 2.88124289e+02 2.65660831e-01 1.85375367e-02 1.29249625e+02 -2.96096897e+02 -1.83686575e+02 2.42726906e+04
68153082_7213226096-64223960_5316591967,0.714,8.20057614e-03 -1.41351793e+00 8.57563568e+02 9.98224085e-01 -3.53329502e-01 1.46132650e+03 -8.38761521e+02 -1.10251595e+03 -3.89047817e+05
68153082_7213226096-64212638_4064879957,0.707,1.48871162e-03 -2.12758807e-01 2.04014970e+02 1.57391525e-01 -8.17483269e-02 2.84986491e+02 -1.95556398e+02 -1.81441522e+02 -8.53185397e+04
68153082_7213226096-63135281_5801848783,0.763,-2.92267612e-01 -5.68900018e-01 8.91574821e+01 5.32134247e-01 -1.48175461e-01 8.27294755e+02 -2.86567566e+02 -7.13551782e+02 2.17599407e+05
68153082_7213226096-42578175_457568876,0.752,-9.10627586e-03 -3.52670349e-01 3.12782380e+02 2.82215103e-01 -7.17499207e-02 2.65870884e+02 -3.08433565e+02 -1.37533938e+02 -9.50760832e+04
68153082_7213226096-05907640_5576489463,0.761,3.70465047e-03 -5.28195502e-01 6.82103275e+02 4.51184238e-01 -4.16166602e-02 2.76290470e+02 -6.58181602e+02 -1.93689740e+02 -7.54019996e+04
68153082_7213226096-49809790_3475639998,0.702,4.51753815e-03 -1.00562852e+00 1.60551655e+02 9.65115333e-01 3.91791694e-01 -1.75995291e+03 -3.40257643e+02 1.66229951e+03 3.18840032e+05
68127387_81603260-54627819_131932061,0.779,-3.32269328e-01 1.21679923e-04 -1.05605876e+03 -5.95618243e-01 1.62145911e-01 -2.30460689e+03 1.70091640e+03 2.34541417e+03 -5.56410269e+05
64693381_4135965169-62920559_282422375,0.766,-5.91130134e-02 -6.31819922e-01 4.86629619e+02 -8.25293401e-01 -3.04919662e-01 -5.08179836e+03 1.10256517e+03 6.13703322e+03 -1.20095876e+06
64693381_4135965169-49331387_5131734970,0.75,5.77184169e-03 -4.49889481e-01 5.96644818e+02 -4.57280865e-01 -1.04691974e-01 -4.44661023e+03 5.30533230e+02 5.00511256e+03 -6.91354831e+05
64602886_907577570-21526113_4379776807,0.729,-4.23965852e-01 3.71791205e-01 -1.02920009e+03 -3.26660344e-01 -3.36066897e-01 4.22284283e+02 1.18950367e+03 6.42198101e+02 -4.02416689e+05
64602886_907577570-56240925_168522816,0.789,-8.55755443e-02 1.03522286e-01 8.59167113e+01 -9.40196327e-02 -8.14730263e-02 4.94339175e+01 -1.58618659e+01 -3.08675585e+01 4.39629073e+03
64602886_907577570-11122557_224876196,0.755,-1.04744630e-01 -1.37477220e+00 1.18923502e+03 1.38520532e+00 -2.35840895e-01 -1.45326303e+03 -1.02572620e+03 1.50146266e+03 4.77610529e+04
64602886_907577570-34169301_5802403584,0.717,4.51836393e-02 1.28014967e+00 -2.24633138e+03 -1.17341527e+00 5.63613808e-02 3.36521699e+02 2.13672534e+03 -4.72366835e+02 3.11686897e+04
64602886_907577570-36009638_559975512,0.73,-2.91702775e-01 -4.19971483e+00 7.14975083e+03 4.50061378e+00 -2.05309248e+00 -5.33144850e+03 -5.91961994e+03 6.98412700e+03 2.85274949e+05
64223960_5316591967-26362358_4619718880,0.772,-5.39379110e-02 2.09914710e+00 -2.31261638e+03 -2.01976473e+00 1.78690885e-01 -5.76610259e+02 2.63872318e+03 5.05015080e+02 -5.66743483e+04
64223960_5316591967-21526113_4379776807,0.731,-1.20801897e+00 1.23046688e+00 -2.30160231e+03 -1.10320118e+00 -4.29110045e-01 -8.88999494e+02 1.83821428e+03 2.37418727e+03 1.85318357e+05
64223960_5316591967-63135281_5801848783,0.72,6.06656417e-01 9.91237095e-01 -9.73949321e+01 -9.89981498e-01 -1.55609638e-03 -8.90801739e+02 7.47798907e+01 9.63607796e+02 -5.58581697e+05
64223960_5316591967-62920559_282422375,0.796,7.06338251e-01 -5.37764389e+00 7.51480344e+03 3.03856203e+00 -2.00309851e+00 -7.66574327e+03 -4.81692190e+03 9.77392070e+03 -3.36467536e+05
64223960_5316591967-56240925_168522816,0.741,-6.61193837e-01 8.74320176e-01 -1.10117440e+03 -8.88084293e-01 -4.97652411e-01 -1.15096458e+03 4.20597504e+02 2.02156940e+03 1.94670854e+05
64223960_5316591967-42578175_457568876,0.722,1.94711403e-02 1.54598838e+00 -1.15207041e+03 -1.81607795e+00 1.81776928e-02 -1.97920890e+03 1.26619558e+03 1.62046576e+03 1.40657231e+05
64223960_5316591967-11122557_224876196,0.76,4.88438765e-02 -8.82212233e-01 1.19652625e+03 3.55747313e-01 -3.44986251e-02 -2.82231954e+03 -7.37310803e+02 3.40647201e+03 -1.70876313e+05
64223960_5316591967-40864945_6371463665,0.784,-1.05716734e-01 1.09623153e+00 -5.13867176e+02 -1.37681736e+00 -2.10077338e-01 -1.74671064e+03 5.27741020e+02 1.65677420e+03 1.31407505e+05
64223960_5316591967-54933845_5249908477,0.786,2.81215220e-01 4.62156367e+00 -4.58783286e+03 -5.20080589e+00 6.85187291e-01 -1.79450128e+03 1.95171306e+03 2.92900654e+02 1.20293576e+05
64223960_5316591967-27210738_2045590131,0.78,-8.87293231e-02 1.20464639e+00 -7.57789063e+02 -1.26681565e+00 -3.46785554e-02 -7.25258767e+02 8.31644256e+02 8.75344820e+02 -2.32396271e+04
64223960_5316591967-35298921_404896411,0.711,2.40447145e-02 1.18661555e+00 -6.34754170e+02 -1.47454908e+00 1.62047058e-01 -2.10129283e+03 9.13491899e+02 2.21162911e+03 1.13401652e+03
64223960_5316591967-39664712_6371434217,0.8,-2.21329787e-02 1.07609829e+00 -3.95942622e+02 -1.38076354e+00 -8.53626951e-02 -1.79172288e+03 5.23352962e+02 1.60491076e+03 1.43161137e+05
64212638_4064879957-26362358_4619718880,0.702,4.37994201e-02 5.83135400e-01 -8.80692938e+02 -5.56263544e-01 -4.04150283e-02 5.91951992e+02 1.05847074e+03 -7.40921691e+02 4.98080785e+04
64212638_4064879957-21526113_4379776807,0.712,-8.92776535e-02 1.15907441e-01 -3.12450216e+02 -8.57650361e-02 -1.21308897e-02 -2.05851867e+02 1.40873057e+02 4.13301311e+02 3.76845362e+04
64212638_4064879957-62920559_282422375,0.728,-2.38486666e-02 -4.53263487e+00 5.57760629e+03 4.05523868e+00 -1.60962958e+00 -3.63392860e+03 -4.74444277e+03 5.88749718e+03 -6.46833436e+05
64212638_4064879957-42578175_457568876,0.766,-4.85544780e-03 -1.09676491e-01 1.20391311e+02 1.13244012e-01 -2.71868620e-03 -3.03831218e+01 -1.13925185e+02 3.72450701e+01 -6.86591759e+03
64212638_4064879957-11122557_224876196,0.753,-9.80108385e-02 -1.40406448e+00 1.36120790e+03 1.37838482e+00 -1.58406018e-01 -8.15772649e+02 -1.46785158e+03 1.22501517e+03 -1.03920417e+05
64212638_4064879957-05907640_5576489463,0.751,1.21843440e-02 -2.18560455e-01 4.77201179e+02 2.77590855e-01 8.98639548e-03 -2.07419282e+01 -4.79211492e+02 -4.48877249e+00 1.17337596e+04
64212638_4064879957-40864945_6371463665,0.729,3.86312729e-02 -3.62039610e-01 6.80250072e+02 4.09444934e-01 5.51703331e-02 -3.87775788e+01 -6.88586200e+02 -6.12553808e+01 6.50150051e+03
64212638_4064879957-54933845_5249908477,0.732,1.19394352e-01 1.34914429e+00 -1.87687758e+03 -1.33158836e+00 1.96872614e-01 1.29303896e+03 7.19063226e+02 -8.98482704e+02 3.22362596e+05
